,n,perturbation,edist,pvalue,significant,pvalue_adj,significant_adj,delta,sigma,ncounts,significant_adj_new
0,0.0027962028188198707,Ana-12,0.018189248142690073,0.0,True,0.0,True,0.9005271550333125,1.1569123790587725,5.2165375,True
1,0.0027962028188198707,Ispenisib,0.023569626733405014,0.0,True,0.0,True,0.9776949016751423,1.3058674937517172,5.9736433,True
2,0.0027962028188198707,RO4929097,0.010838855741806763,0.0,True,0.0,True,0.9303362930724037,1.2238810475378383,4.5958657,True
3,0.0027962028188198707,Tazemetostat,0.02672144651456143,0.0,True,0.0,True,1.076873742668086,1.5010733559564484,3.7209303,True
4,0.0027962028188198707,control,0.0,0.0,True,0.0,control,0.6259526828651624,0.6259526828651624,5.3607235,control
5,0.0027962028188198707,etoposide,0.0019066189799783473,0.0,True,0.0,True,0.5788127562671045,0.5297662106890683,6.0537467,True
6,0.0027962028188198707,panobinostat,0.005074884569110982,0.0,True,0.0,True,0.7753292901618997,0.919631012889526,4.7886305,True
7,0.02507208781817638,Ana-12,0.6244651555723824,0.0,True,0.0,True,6.126368012397847,7.457072143986235,46.5323,True
8,0.02507208781817638,Ispenisib,0.7166651628005063,0.0,True,0.0,True,6.742880914261285,8.597897940484987,52.8,True
9,0.02507208781817638,RO4929097,0.5043323611363331,0.0,True,0.0,True,6.67412636816918,8.67272164996495,41.97778,True
10,0.02507208781817638,Tazemetostat,0.9456210275832344,0.0,True,0.0,True,7.587113130788149,10.057406508755987,33.452713,True
11,0.02507208781817638,control,0.0,0.0,True,0.0,control,4.171198725237076,4.171198725237076,48.425323,control
12,0.02507208781817638,etoposide,0.05282122617434304,0.0,True,0.0,True,3.8731829868370626,3.5223460222627057,54.554523,True
13,0.02507208781817638,panobinostat,0.2304680222255291,0.0,True,0.0,True,5.280469135099946,6.159271522737288,42.455296,True
14,0.06912625135579575,Ana-12,2.482141016727434,0.0,True,0.0,True,15.997161854916214,18.24187981900095,128.49664,True
15,0.06912625135579575,Ispenisib,2.9871386638171042,0.0,True,0.0,True,17.62404311749452,20.99064469706789,145.2181,True
16,0.06912625135579575,RO4929097,2.396234004404123,0.0,True,0.0,True,17.704098782830286,21.741660687152404,116.01292,True
17,0.06912625135579575,Tazemetostat,4.113914224185033,0.0,True,0.0,True,19.63800817556355,23.89179925283802,92.21292,True
18,0.06912625135579575,control,0.0,0.0,True,0.0,control,11.270302874104045,11.270302874104045,133.5721,control
19,0.06912625135579575,etoposide,0.31914622135944626,0.0,True,0.0,True,10.493025384078415,9.396601672693338,150.63307,True
20,0.06912625135579575,panobinostat,1.0804464282087558,0.0,True,0.0,True,14.10479101016134,15.85883271800988,116.67235,True
21,0.1339745962155613,Ana-12,5.309521479823768,0.0,True,0.0,True,28.666110646727372,31.47223401267523,249.08682,True
22,0.1339745962155613,Ispenisib,6.475323018297676,0.0,True,0.0,True,31.595284471621834,36.16478012399025,281.29974,True
23,0.1339745962155613,RO4929097,5.589125849225294,0.0,True,0.0,True,32.051277010500726,37.962962370820414,224.88217,True
24,0.1339745962155613,Tazemetostat,9.020110528783253,0.0,True,0.0,True,34.73695399376563,39.903331657792265,178.39484,True
25,0.1339745962155613,control,0.0,0.0,True,0.0,control,20.550465800955745,20.550465800955745,258.40567,control
26,0.1339745962155613,etoposide,0.9995978025059138,0.0,True,0.0,True,19.306825212515772,17.063586821569885,292.646,True
27,0.1339745962155613,panobinostat,2.610807983983282,0.0,True,0.0,True,25.547384764086218,27.933495743233408,226.28786,True
28,0.2181685175319702,Ana-12,9.08070535728407,0.0,True,0.0,True,43.70352354051629,46.87945484713791,405.55038,True
29,0.2181685175319702,Ispenisib,11.042931540270335,0.0,True,0.0,True,48.18078501499312,53.87175161310531,457.77106,True
30,0.2181685175319702,RO4929097,9.907493830341824,0.0,True,0.0,True,49.02078799216159,56.687195277370755,365.93695,True
31,0.2181685175319702,Tazemetostat,15.629121938690869,0.0,True,0.0,True,52.490400036885035,57.904791258468606,290.47855,True
32,0.2181685175319702,control,0.0,0.0,True,0.0,control,31.446886876610595,31.446886876610595,420.7969,control
33,0.2181685175319702,etoposide,2.1703074327665455,0.0,True,0.0,True,30.003408833464725,26.389623357552306,476.9137,True
34,0.2181685175319702,panobinostat,4.825882352914743,0.0,True,0.0,True,39.3318711149457,42.39097300036606,368.80466,True
35,0.31982726222908053,Ana-12,13.622187129036007,0.0,True,0.0,True,60.91631386718701,64.43934913615473,594.59894,True
36,0.31982726222908053,Ispenisib,16.463198802084122,0.0,True,0.0,True,67.09106675502953,73.94784323879166,670.74677,True
37,0.31982726222908053,RO4929097,15.107909189584234,0.0,True,0.0,True,68.34863408785195,77.81826751693639,536.1106,True
38,0.31982726222908053,Tazemetostat,23.331517690282283,0.0,True,0.0,True,72.55260901964891,78.00260887983227,425.96176,True
39,0.31982726222908053,control,0.0,0.0,True,0.0,control,43.771091469183276,43.771091469183276,616.9013,control
40,0.31982726222908053,etoposide,3.773085002514293,0.0,True,0.0,True,42.25278504114325,36.96139361058893,699.20105,True
41,0.31982726222908053,panobinostat,7.755395264227005,0.0,True,0.0,True,54.86034707587773,58.19420741834519,541.02637,True
42,0.43667994193637794,Ana-12,19.08425274019173,0.0,True,0.0,True,80.40737344076994,84.18248188167512,811.7736,True
43,0.43667994193637794,Ispenisib,23.14653104153031,0.0,True,0.0,True,88.51163419561219,96.32872509002102,915.9545,True
44,0.43667994193637794,RO4929097,21.25758702482409,0.0,True,0.0,True,89.73520510567836,100.66481092685959,731.5509,True
45,0.43667994193637794,Tazemetostat,32.440063798727806,0.0,True,0.0,True,95.00938826527783,100.03070047215482,580.8946,True
46,0.43667994193637794,control,0.0,0.0,True,0.0,control,57.548012259673044,57.548012259673044,842.32715,control
47,0.43667994193637794,etoposide,5.773171618947785,0.0,True,0.0,True,56.189142625008444,49.05710137139606,954.9747,True
48,0.43667994193637794,panobinostat,11.362098015480683,0.0,True,0.0,True,72.5102240300153,76.11033778487686,739.4088,True
49,0.5661162608824419,Ana-12,25.19764920391613,0.0,True,0.0,True,101.75400006024603,105.30710937334783,1052.0765,True
50,0.5661162608824419,Ispenisib,30.51340782942883,0.0,True,0.0,True,112.18513433970493,120.85361930675293,1187.6217,True
51,0.5661162608824419,RO4929097,28.304744932872552,0.0,True,0.0,True,113.3397120064352,125.37143753676976,948.76074,True
52,0.5661162608824419,Tazemetostat,42.62934291937519,0.0,True,0.0,True,119.55155570216985,123.47052694173641,753.39276,True
53,0.5661162608824419,control,0.0,0.0,True,0.0,control,73.0032415432281,73.0032415432281,1092.0583,control
54,0.5661162608824419,etoposide,7.991072197818468,0.0,True,0.0,True,71.721254889569,62.44819603809143,1237.6729,True
55,0.5661162608824419,panobinostat,15.580347309957475,0.0,True,0.0,True,92.1055018858599,95.62741491853421,958.34576,True
56,0.7052448255890957,Ana-12,32.025006373621935,0.0,True,0.0,True,125.01766611454377,128.29018829081036,1310.0657,True
