,singlePCA,multiPCA,edist,pvalue,significant,pvalue_adj,significant_adj,log10_edist
control,0.0,0.0,0.0,0.0,True,0.0,True,-inf
Divalproex Sodium,4.162933665397674,0.0,4.162933665397674,0.0,True,0.0,True,0.6193994906414553
Ellagic acid,5.388478777119573,0.0,5.388478777119573,0.0,True,0.0,True,0.7314661766989267
Fasudil (HA-1077) HCl,4.491841518176443,0.0,4.491841518176443,0.0,True,0.0,True,0.6524244250169281
Tazemetostat (EPZ-6438),3.8489999993667254,0.0,3.848999999366725,0.0,True,0.0,True,0.5853479110231365
Ruxolitinib (INCB018424),4.440991106848244,0.0,4.440991106848244,0.0,True,0.0,True,0.6474799034932883
UNC1999,4.594770149091303,0.0,4.594770149091303,0.0,True,0.0,True,0.6622637909173289
SRT3025 HCl,5.167229389047719,0.0,5.167229389047719,0.0,True,0.0,True,0.7132577416281719
SRT2104 (GSK2245840),2.427049938972729,0.0,2.427049938972729,0.0,True,0.0,True,0.3850787124659101
Selisistat (EX 527),6.377035893799345,0.0,6.377035893799345,0.0,True,0.0,True,0.8046188614650847
MC1568,5.4311306708498535,0.0,5.4311306708498535,0.0,True,0.0,True,0.7348902518713137
Iniparib (BSI-201),6.704817511185283,0.0,6.704817511185283,0.0,True,0.0,True,0.8263869619096491
Resveratrol,6.431732138268615,0.0,6.431732138268615,0.0,True,0.0,True,0.8083279490963914
EED226,3.7118751202301894,0.0,3.711875120230189,0.0,True,0.0,True,0.5695933566881942
G007-LK,3.965144918409834,0.0,3.965144918409834,0.0,True,0.0,True,0.5982590645705419
PFI-1 (PF-6405761),7.121228125462224,0.0,7.121228125462224,0.0,True,0.0,True,0.852554898428487
Roxadustat (FG-4592),4.393505415021551,0.0,4.393505415021551,0.0,True,0.0,True,0.6428111660081413
BMS-911543,5.773218192879696,0.0,5.773218192879696,0.0,True,0.0,True,0.7614179715247773
FLLL32,5.632118211055598,0.0,5.632118211055598,0.0,True,0.0,True,0.7506717615229723
Aurora A Inhibitor I,4.5621136531139825,0.0,4.562113653113983,0.0,True,0.0,True,0.6591661003850455
ITSA-1 (ITSA1),4.263321206422205,0.0,4.263321206422205,0.0,True,0.0,True,0.6297480544208971
Ofloxacin,1.9134051276932382,0.0,1.9134051276932384,0.0,True,0.0,True,0.2818069334846013
TMP195,7.321963710120059,0.0,7.321963710120059,0.0,True,0.0,True,0.864627572055255
Azacitidine ,6.128019733920652,0.0,6.128019733920652,0.0,True,0.0,True,0.7873201551753057
"Rucaparib (AG-014699,PF-01367338) phosphate",4.800347358068308,0.0,4.800347358068308,0.0,True,0.0,True,0.6812726645077003
2-Methoxyestradiol (2-MeOE2),6.01652191883764,0.0,6.01652191883764,0.0,True,0.0,True,0.7793455032218035
JNJ-7706621,4.285472875359616,0.0,4.285472875359616,0.0,True,0.0,True,0.6319987506065673
Decitabine,7.336637493805682,0.0,7.336637493805682,0.0,True,0.0,True,0.8654970609407637
PCI-34051,3.78913410934058,0.0,3.78913410934058,0.0,True,0.0,True,0.5785399765908742
ZM 447439,6.401282731794467,0.0,6.401282731794467,0.0,True,0.0,True,0.8062670095339387
Tucidinostat (Chidamide),7.218339493761306,0.0,7.218339493761306,0.0,True,0.0,True,0.8584373039911397
(+)-JQ1,9.096345456756481,0.0,9.09634545675648,0.0,True,0.0,True,0.9588669454257376
Belinostat (PXD101),7.822119838321143,0.0,7.822119838321143,0.0,True,0.0,True,0.8933244652498262
Abexinostat (PCI-24781),11.705865356508994,0.0,11.705865356508994,0.0,True,0.0,True,1.0684035244542711
MLN8054,6.172149135612386,0.0,6.172149135612386,0.0,True,0.0,True,0.7904364112328175
Barasertib (AZD1152-HQPA),3.943655317291217,0.0,3.943655317291217,0.0,True,0.0,True,0.595898949793515
"Tozasertib (VX-680, MK-0457)",7.7967529318244715,0.0,7.796752931824471,0.0,True,0.0,True,0.8919137722551285
"Baricitinib (LY3009104, INCB028050)",1.8442004564465861,0.0,1.844200456446586,0.0,True,0.0,True,0.2658081251758969
PHA-680632,8.146921066937978,0.0,8.146921066937978,0.0,True,0.0,True,0.9109935085827257
Mocetinostat (MGCD0103),9.209809470907288,0.0,9.209809470907288,0.0,True,0.0,True,0.9642506457680208
Tranylcypromine (2-PCPA) HCl,1.546369993773979,0.0,1.546369993773979,0.001,True,0.0897600485859268,False,0.1893134139221929
Tubastatin A HCl,1.2102191104871878,0.0,1.2102191104871878,0.008,True,0.3824098948388367,False,0.0828640065650115
Pracinostat (SB939),8.813660010585963,0.0,8.813660010585963,0.0,True,0.0,True,0.9451562934652192
Tacedinaline (CI994),3.9849200399351474,0.0,3.984920039935147,0.0,True,0.0,True,0.6004196114125984
PD98059,1.412908160737885,0.0,1.412908160737885,0.003,True,0.2065360681570498,False,0.1501139335534379
Danusertib (PHA-739358),5.735823344067541,0.0,5.735823344067541,0.0,True,0.0,True,0.7585957671579829
Daphnetin,0.8844927448233335,0.0,0.8844927448233335,0.034,True,0.5859376358915172,False,-0.0533057251014759
GSK-LSD1 2HCl,1.2326954439453601,0.0,1.23269544394536,0.009,True,0.386270014885189,False,0.0908557908277688
Curcumin,1.443344576328613,0.0,1.443344576328613,0.002,True,0.1547883624424773,False,0.1593700246026125
WP1066,2.2034619530868014,0.0,2.2034619530868014,0.0,True,0.0,True,0.3431055559999609
RG108,1.9931434912284374,0.0,1.9931434912284371,0.0,True,0.0,True,0.2995385657378513
Entacapone,0.8978851033619435,0.0,0.8978851033619435,0.032,True,0.5859376358915172,False,-0.0467792336761121
Tofacitinib (CP-690550) Citrate,2.0796790704397523,0.0,2.0796790704397523,0.0,True,0.0,True,0.3179963211691435
CEP-33779,1.5818421475931927,0.0,1.5818421475931927,0.003,True,0.2065360681570498,False,0.1991631429735103
S-Ruxolitinib (INCB018424),1.4464914512572875,0.0,1.4464914512572875,0.002,True,0.1547883624424773,False,0.1603158713177327
"Cerdulatinib (PRT062070, PRT2070)",1.3511778377466612,0.0,1.3511778377466612,0.005,True,0.288836447510285,False,0.130712513247924
GSK J1,1.8460749081480685,0.0,1.8460749081480683,0.0,True,0.0,True,0.26624931940675
BRD4770,1.6763949027869387,0.0,1.6763949027869387,0.001,True,0.0897600485859268,False,0.2243763316566343
Sodium Phenylbutyrate,1.492748618984308,0.0,1.492748618984308,0.002,True,0.1547883624424773,False,0.1739866780666649
PJ34,2.3887503752013544,0.0,2.3887503752013544,0.0,True,0.0,True,0.3781707682777694
Capecitabine ,0.759522777344273,0.0,0.759522777344273,0.067,False,0.5859376358915172,False,-0.1194591975397045
Busulfan ,1.0309687056332848,0.0,1.0309687056332848,0.023,True,0.5409500783890983,False,0.0132454827645549
Zileuton,1.0344685130618245,0.0,1.0344685130618243,0.022,True,0.5409500783890983,False,0.0147172762375079
AG-14361,2.251936592529276,0.0,2.251936592529276,0.0,True,0.0,True,0.3525561579811166
NVP-BSK805 2HCl,1.8073006635969762,0.0,1.807300663596976,0.002,True,0.1547883624424773,False,0.257030408055718
Sirtinol,2.1185789998517066,0.0,2.1185789998517066,0.0,True,0.0,True,0.3260446630785615
Clevudine ,0.8831638392931325,0.0,0.8831638392931325,0.025,True,0.5438128091776433,False,-0.0539587212237466
