,edist,pvalue,significant,pvalue_adj,significant_adj,log10_edist
CTSD_+_1784725.23-P1P2,4.710242369515729,0.0,True,0.0,True,0.6730432546947351
HS2-B,5.350674431464826,0.0,True,0.0,True,0.7284085265825848
HS2-C,3.5723788021132403,0.0,True,0.0,True,0.5529575036725822
HS2-D,41.869188586097806,0.0,True,0.0,True,1.62189454445954
IFITM2_+_308172.23-P1P2,1.28803298439807,0.01,True,0.6553878166524821,False,0.10992698473081974
IFITM2_+_308197.23-P1P2,1.4836510152134483,0.013,True,0.7262222725020391,False,0.1713317580919862
IFITM2_+_308240.23-P1P2,1.4477168218614782,0.006,True,0.5315271420972896,False,0.16068362074919393
IFITM2_-_308368.23-P1P2,1.29662277583415,0.008,True,0.6061290324629252,False,0.112813645935879
MYC-A,1.9859515353639399,0.001,True,0.14707149678504577,False,0.2979686458809987
MYC-B,0.7039147178967475,0.098,False,0.9219821895401232,False,-0.1524799541964972
MYC-C,2.8977634909524213,0.0,True,0.0,True,0.4620629364264471
MYC-D,1.087698015256482,0.03,True,0.8486970051175984,False,0.03650833606794708
RASSF7_+_561000.23-P1P2,10.27042764222014,0.0,True,0.0,True,1.011588527218486
RASSF7_-_561657.23-P1P2,1.4897619846714374,0.004,True,0.4225300840076355,False,0.1731168878747984
RRP8_+_6624578.23-P1P2,1.8494574638708006,0.0,True,0.0,True,0.26704434732017407
RRP8_-_6624794.23-P1P2,1.6245998963332813,0.004,True,0.4225300840076355,False,0.21074642118572864
RRP8_-_6624866.23-P1P2,2.391274661185472,0.001,True,0.14707149678504577,False,0.37862946193197133
STIM1_+_3876425.23-P1P2,1.0388034761105107,0.033,True,0.8486970051175984,False,0.016533394223618037
STIM1_+_3877281.23-P1P2,1.883485831272834,0.002,True,0.2549428801402367,False,0.27496235752406556
STIM1_-_3876975.23-P1P2,1.3215561204295359,0.023,True,0.8083477050807293,False,0.12108561035487388
STIM1_-_3877290.23-P1P2,3.4991451613233107,0.0,True,0.0,True,0.5439619594746251
SVIP_+_22851369.23-P1P2,1.1043735965219046,0.017,True,0.7732490811079129,False,0.04311601493398169
SVIP_-_22850968.23-P1P2,1.5866755150358198,0.0,True,0.0,True,0.20048811992552526
SVIP_-_22851165.23-P1P2,2.242197451704124,0.0,True,0.0,True,0.35067385465043127
SVIP_-_22851323.23-P1P2,1.0619084912611374,0.019,True,0.7732490811079129,False,0.026087093532047172
TIMM10B_+_6502735.23-P1P2,1.4807817589240155,0.001,True,0.14707149678504577,False,0.17049105590189959
TIMM10B_-_6502728.23-P1P2,1.302228604742547,0.003,True,0.3473017019400876,False,0.11468723082458006
TIMM10B_-_6502754.23-P1P2,1.5283785725840868,0.001,True,0.14707149678504577,False,0.18423094037876028
TIMM10B_-_6503082.23-P1P2,2.024686479905265,0.0,True,0.0,True,0.3063577828155421
