,n,perturbation,edist,pvalue,significant,pvalue_adj,significant_adj,delta,sigma,significant_adj_new
0,2,"GFP, 2",108.44768697588802,0.01,True,0.029700999999999998,True,1657.2234456747826,1233.2654313074318,True
1,2,chr6;37145575;37145593;+,108.78500227334598,0.01,True,0.029700999999999998,True,1680.6777064191529,1337.487161504893,True
2,2,chr6;37178342;37178360;+,282.0302573093427,0.0,True,0.0,True,1970.8180147487271,834.7525745298523,True
3,2,chr11;61102756;61102774;+,85.64289786678069,0.14,False,0.14,False,1557.8366346590565,1238.0947438798212,False
4,2,control,0.0,0.0,True,0.0,control,1483.2476021391667,1483.2476021391667,control
5,6,"GFP, 2",108.44779285857021,0.0,True,0.0,True,2266.1774100783427,1704.0260539759345,True
6,6,chr6;37145575;37145593;+,108.78499059322075,0.0,True,0.0,True,2282.081818054155,1729.469311029248,True
7,6,chr6;37178342;37178360;+,282.0302987012785,0.0,True,0.0,True,2664.9968910047105,1425.663851952943,True
8,6,chr11;61102756;61102774;+,85.64289662882106,0.17,False,0.17,False,2174.4510667183577,1663.0437387018655,False
9,6,control,0.0,0.0,True,0.0,control,2213.1930686660817,2213.1930686660817,control
10,13,"GFP, 2",108.44779285857021,0.03,True,0.0591,False,3071.532128875518,2266.9650594859995,False (lost)
11,13,chr6;37145575;37145593;+,108.78499059322075,0.0,True,0.0,True,3112.3645764199305,2322.638670413824,True
12,13,chr6;37178342;37178360;+,282.0302987012785,0.0,True,0.0,True,3388.077791145342,1835.0884532610894,True
13,13,chr11;61102756;61102774;+,85.64289662882106,0.09,False,0.09000000000000001,False,3048.179617852948,2344.9329144619505,False
14,13,control,0.0,0.0,True,0.0,control,3240.379990117648,3240.379990117648,control
15,21,"GFP, 2",108.44777895559923,0.0,True,0.0,True,3934.810568599056,3004.6226645229017,True
16,21,chr6;37145575;37145593;+,108.78491428308507,0.03,True,0.0591,False,3980.749960840726,3032.0370550221555,False (lost)
17,21,chr6;37178342;37178360;+,282.03056937607516,0.0,True,0.0,True,4001.5427768101545,2073.6787420262626,True
18,21,chr11;61102756;61102774;+,85.6429120352741,0.17,False,0.17,False,3887.3289880973175,3028.4690084096956,False
19,21,control,0.0,0.0,True,0.0,control,4213.837578091725,4213.837578091725,control
20,31,"GFP, 2",108.44779285857021,0.02,True,0.0396,True,4836.808527096716,3840.555187291033,True
21,31,chr6;37145575;37145593;+,108.78499059322075,0.0,True,0.0,True,4936.617440571199,3977.6046498076125,True
22,31,chr6;37178342;37178360;+,282.0302987012785,0.0,True,0.0,True,4639.5624717677965,2388.6844057011103,True
23,31,chr11;61102756;61102774;+,85.64289662882106,0.13,False,0.13,False,4829.776195439343,3942.9690153030865,False
24,31,control,0.0,0.0,True,0.0,control,5148.822252060586,5148.822252060586,control
25,43,"GFP, 2",108.44777895559923,0.01,True,0.0199,True,5923.800181810832,4774.127528207444,True
26,43,chr6;37145575;37145593;+,108.78491428308507,0.0,True,0.0,True,5979.7882308174985,4821.917637937933,True
27,43,chr6;37178342;37178360;+,282.03056937607516,0.0,True,0.0,True,5428.240341731477,2726.869409045904,True
28,43,chr11;61102756;61102774;+,85.6429120352741,0.14,False,0.14,False,6050.138539428599,5129.839396117509,False
29,43,control,0.0,0.0,True,0.0,control,6361.0716183159675,6361.0716183159675,control
30,56,"GFP, 2",108.44786588525335,0.0,True,0.0,True,7030.224883460613,5692.955044389412,True
31,56,chr6;37145575;37145593;+,108.78499271773535,0.02,True,0.0396,True,7129.64846944714,5790.908431422189,True
32,56,chr6;37178342;37178360;+,282.030748711192,0.0,True,0.0,True,6279.670009998848,3141.769077066362,True
33,56,chr11;61102756;61102774;+,85.64292075132926,0.1,False,0.1,False,7229.750139276153,6188.690482769382,False
34,56,control,0.0,0.0,True,0.0,control,7628.888399676168,7628.888399676168,control
35,70,"GFP, 2",108.44777895559923,0.01,True,0.029700999999999998,True,8036.853598164858,6584.141230754879,True
36,70,chr6;37145575;37145593;+,108.78491428308507,0.02,True,0.0396,True,8192.86810650667,6804.554868508747,True
37,70,chr6;37178342;37178360;+,282.03056937607516,0.0,True,0.0,True,7090.989042240128,3659.5964428258135,True
38,70,chr11;61102756;61102774;+,85.6429120352741,0.09,False,0.09000000000000001,False,8405.896300535018,7407.959471835104,False
39,70,control,0.0,0.0,True,0.0,control,8711.91667484662,8711.91667484662,control
40,85,"GFP, 2",108.44768697588802,0.01,True,0.029700999999999998,True,9066.74807387749,7518.749063225663,True
41,85,chr6;37145575;37145593;+,108.78500227334598,0.01,True,0.029700999999999998,True,9279.083412105081,7844.19295585325,True
42,85,chr6;37178342;37178360;+,282.0302573093427,0.0,True,0.0,True,7916.324745858135,4184.210211914859,True
43,85,chr11;61102756;61102774;+,85.64289786678069,0.11,False,0.11,False,9563.924261110431,8579.40840798975,False
44,85,control,0.0,0.0,True,0.0,control,9817.017267173818,9817.017267173818,control
45,100,"GFP, 2",108.44768697588802,0.01,True,0.0199,True,10094.55649153476,8450.954206526092,True
46,100,chr6;37145575;37145593;+,108.78500227334598,0.0,True,0.0,True,10268.422570716815,8717.084371526124,True
47,100,chr6;37178342;37178360;+,282.0302573093427,0.0,True,0.0,True,8771.561848178977,4799.215818052373,True
48,100,chr11;61102756;61102774;+,85.64289786678069,0.12,False,0.12,False,10611.028595928023,9585.53266790784,False
49,100,control,0.0,0.0,True,0.0,control,10873.1277737944,10873.1277737944,control
