,singlePCA,multiPCA,edist,pvalue,significant,pvalue_adj,significant_adj,log10_edist
control,0.0,0.0,0.0,0.0,True,0.0,True,-inf
KLF1,27.309690614589854,42.235038740829054,27.30969061458985,0.0,True,0.0,True,1.436316780142022
BAK1,4.649777650672419,15.875715359155436,4.649777650672419,0.142,False,0.601045170177221,False,0.6674321857082709
CEBPE,87.40091502149849,83.95891803807388,87.40091502149849,0.0,True,0.0,True,1.9415159793930687
CEBPE_RUNX1T1,36.539124517310825,47.618537235736085,36.539124517310825,0.0,True,0.0,True,1.5627581373828052
UBASH3B,18.54268476486972,25.606723235081745,18.54268476486972,0.0,True,0.0,True,1.2681726151458026
ETS2,31.22712517310572,43.814550032393356,31.22712517310572,0.0,True,0.0,True,1.494532004117312
TBX3_TBX2,73.98388526667924,85.06463495738325,73.98388526667924,0.0,True,0.0,True,1.8691371345702528
OSR2,27.196587601203333,43.79558780743804,27.196587601203333,0.0,True,0.0,True,1.4345144158379812
SLC4A1,18.552044243322655,44.294421848711465,18.55204424332265,0.0,True,0.0,True,1.2683917713461867
SET,70.29085826008341,81.02375818382342,70.29085826008341,0.0,True,0.0,True,1.8468988461384015
ELMSAN1,4.59957543511797,13.838412513405444,4.59957543511797,0.174,False,0.601045170177221,False,0.6627177458782874
ETS2_CNN1,30.002390116299694,45.30927965709526,30.002390116299694,0.0,True,0.0,True,1.4771558538187517
MAP2K6,5.226533998782628,14.326487633529041,5.226533998782628,0.083,False,0.5808285611224349,False,0.7182137798415343
FOXF1,16.049466183172612,23.65068701781496,16.049466183172612,0.0,True,0.0,True,1.2054605920332324
C19orf26,12.566762776484609,24.044369002361975,12.566762776484609,0.001,True,0.0363417043885824,True,1.099223416955943
FOXA1,25.81288099369071,35.09111080839489,25.81288099369071,0.0,True,0.0,True,1.4118364791597555
UBASH3A,15.335139103936456,23.558548504549606,15.335139103936456,0.001,True,0.0363417043885824,True,1.1856877197901716
UBASH3B_OSR2,9.364180568699354,24.44166410034103,9.364180568699354,0.014,True,0.190617660229086,False,0.9714697795689744
DUSP9_ETS2,29.681699792061323,44.62901457749581,29.681699792061323,0.0,True,0.0,True,1.4724887682099053
RUNX1T1,8.473951751199749,19.48513176626051,8.473951751199749,0.005,True,0.0999125721267554,False,0.9280859868956338
MEIS1,6.367697524549769,17.842134415924477,6.367697524549769,0.036,True,0.4014802654647257,False,0.803982425562075
CNN1,29.97944378469019,43.41985443001772,29.97944378469019,0.0,True,0.0,True,1.4768235710245805
MAPK1,62.719754535333195,72.93105577163203,62.71975453533318,0.0,True,0.0,True,1.797404349992726
MAP7D1,6.670244187198733,16.303568331328563,6.670244187198733,0.11,False,0.5992081930720785,False,0.8241417330487515
ZBTB25,22.903119982601396,33.3519442314884,22.9031199826014,0.0,True,0.0,True,1.359894648232082
DLX2,22.889433304573586,37.937458019202495,22.889433304573583,0.0,True,0.0,True,1.3596350405669322
DUSP9,52.98671763313155,63.35869865641854,52.98671763313155,0.0,True,0.0,True,1.7241670171182024
FEV,43.09132391215502,60.813062259894025,43.09132391215502,0.0,True,0.0,True,1.6343898372981815
HOXB9,52.970411663364644,58.99598775461038,52.97041166336464,0.0,True,0.0,True,1.7240333480995198
ZBTB1,32.13670421980052,46.02154282386607,32.13670421980052,0.0,True,0.0,True,1.507001335633698
TBX3,24.93369615740191,53.87113906727916,24.93369615740191,0.0,True,0.0,True,1.3967866628511258
TBX2,28.710522784494742,44.7356370177115,28.710522784494746,0.0,True,0.0,True,1.45804110055482
PRTG,44.996984945726126,56.706516367137795,44.996984945726126,0.0,True,0.0,True,1.653183414546407
IKZF3,114.70940513164669,114.99200176228396,114.70940513164672,0.0,True,0.0,True,2.059599027572769
CLDN6,45.46417829356926,56.530024943707815,45.46417829356926,0.0,True,0.0,True,1.657669346181172
SET_KLF1,44.32093082974281,59.20334118952451,44.32093082974282,0.0,True,0.0,True,1.6466088728840869
CBL,31.32442631029042,37.39207942561052,31.32442631029042,0.0,True,0.0,True,1.4958831258734755
CBFA2T3,34.511557641699355,41.790185512659605,34.511557641699355,0.0,True,0.0,True,1.5379645611439527
SET_CEBPE,52.787501517692164,63.202221921695354,52.78750151769216,0.0,True,0.0,True,1.7225311069193543
FOXL2,32.04728775573953,40.368260224127425,32.04728775573953,0.0,True,0.0,True,1.5057912799528277
ZNF318,9.555711523663987,18.517582024108606,9.555711523663987,0.008,True,0.1484043329148507,False,0.9802630304068526
LHX1_ELMSAN1,54.046107707755226,73.7553973760381,54.046107707755226,0.0,True,0.0,True,1.7327644223982643
TGFBR2,2.917506698868749,11.978311421884825,2.917506698868749,0.521,False,0.8028626320000001,False,0.4650118618993761
KIF2C,8.504350684422661,17.617305189053752,8.504350684422661,0.004,True,0.0953440152875238,False,0.9296411604015866
FOSB,30.172842218026076,38.369955172431276,30.17284221802608,0.0,True,0.0,True,1.479616221725079
MAML2,5.276411012548721,19.298036181556824,5.276411012548721,0.076,False,0.5808285611224349,False,0.7223386180967432
