perturbation,HSD17B12_pDS087,MRPL39_pDS498,SPCS3_pDS402,SRP68_pDS403,YIPF5_pDS226,SCYL1_pDS159,*,MTHFD1_pDS395,P4HB_pDS397,PDIA6_pDS029,XRN1_pDS411,IER3IP1_pDS002,ASCC3_pDS052,SLC39A7_pDS219,DAD1_pDS499,TTI2_pDS408,ARHGAP22_pDS458,ATF4_pBA608,TTI1_pDS407,CCND3_pDS006,PSMD4_pDS488,CAD_pDS468,SOCS1_pDS479,DDOST_pDS382,GBF1_pDS043,TELO2_pDS496,TMED10_pDS036,DERL2_pDS042,PPWD1_pDS398,NEDD8_pDS396,FECH_pDS494,IER3IP1_pDS110,COPB1_pDS065,SCYL1_pDS160,EIF2AK3_pBA572,AMIGO3_pDS434,KCTD16_pDS096,TMEM167A_pDS038,PTDSS1_pDS478,OST4_pDS353,YIPF5_pDS186,SEC61B_pDS033,MRGBP_pDS124,IDH3A_pDS393,SEL1L_pDS373,TMED2_pDS175,MANF_pDS027,SLC35B1_pDS046,ASCC3_pDS051,SRP72_pDS505,HYOU1_pDS089,UFM1_pDS040,SEC61B_pDS162,SYVN1_pDS442,GMPPB_pDS391,UFL1_pDS410,GNPNAT1_pDS506,63(mod)_pBA580,SEC63_pDS218,Gal4-4(mod)_pBA582,DDRGK1_pDS041,SPCS2_pDS401,STT3A_pDS011,CHERP_pDS024,SRPR_pDS482,SRPRB_pDS404,SEC61G_pDS440,TARS_pDS405,SAMM50_pDS156,DNAJC19_pDS074,FARSB_pDS390,EIF2B4_pDS491,HARS_pDS466,EIF2B2_pDS463,SARS_pDS467,SLMO2_pDS433,QARS_pDS510,IARS2_pDS091,IARS2_pDS090,DNAJC19_pDS026,TIMM44_pDS430,AARS_pDS381,HSPA9_pDS088,CARS_pDS460,EIF2S1_pDS386,EIF2B3_pDS508,COPZ1_pDS462,DARS_pDS495,SEC61A1_pDS032,SEC61A1_pDS031,MARS_pDS394,GBF1_pDS044,DHDDS_pDS383,HSPA5_pDS017,HSPA5_pDS371,TIMM23_pDS284,ATP5B_pDS055
HSD17B12_pDS087,1.0,-0.10832905677661978,0.08875870520619479,-0.06862899201855427,-0.17990171580070166,-0.09235875939941462,-0.037574655713587486,0.025392540162796767,-0.034065226635762155,-0.045255482801803776,0.1695802840032214,0.06905460098120574,-0.024965177611613685,0.17314054396335468,0.06530474594235382,0.09442032784829808,-0.043537034040614805,-0.10994239217847278,-0.0022103630231801326,-0.0295184558002618,0.20429369786434803,0.08927655689786046,-0.13492108090451654,-0.08856895081336638,-0.04209136655349366,0.10155329759192046,0.07055989962719775,0.18258918686545567,0.13176951824920183,0.12498318711253273,0.08784988451289803,-0.03524842263429349,0.13884243405035265,0.1778132236166392,0.02356560402941121,0.11592465625933329,0.0964949288961265,-0.03481623009502171,0.0002130444630991835,-0.1205887350888709,0.20949002393805202,-0.28835096240400593,0.09359710695908652,0.03858523434201491,-0.04052400673959821,0.0058208742949950815,-0.15200597314614797,-0.04810776387648219,-0.15803026340768755,-0.012919867562669808,-0.2736992879275534,-0.0911878985450609,-0.22784780394345933,0.01347346653035502,-0.30913742090371343,-0.08099156420706459,-0.14007088394631742,-0.034861834124206396,-0.06522767787865955,-0.031103307615853924,-0.04637934083504046,0.004589381436786357,0.007375267185505056,-0.024886081075480054,-0.055940612639670574,-0.10832202351826468,0.03582286667225086,-0.09390695520127319,0.24717121620444069,0.1298105928614586,0.009235136375967769,0.08509175866510306,-0.11131179592871235,-0.11722119556433623,-0.015226744615441611,0.16522790203439378,-0.01785474106962304,-0.08954202939662344,-0.17251026035588282,-0.03555675048013989,0.07854300999374457,-0.13298682925231875,-0.05348915743832178,-0.023709831825318845,-0.010714892076192412,-0.049186036691576986,0.12672455219340775,-0.10969711226251964,-0.07795183155936652,-0.008790310765677057,-0.07508476780565962,0.08277503255362559,-0.05200788626103149,-0.043735214787465886,-0.0048856917498668745,-0.02788228852723145,-0.25814431921442765
MRPL39_pDS498,-0.10832905677661978,1.0,-0.04686737200913798,0.03684848494434714,-0.010996905768969143,0.030884732372974913,-0.11683687060041825,0.12212248993478302,-0.026286801161859753,-0.0104177529931811,-0.05113660758450665,-0.16742163556775622,-0.011311946524555203,0.022675302618934245,-0.06830679880865138,-0.20105243108410611,0.19592843566034096,-0.008004170909811089,-0.043085325983057754,0.013155734090629702,-0.11926489990243279,0.02932463983246411,-0.06361209566499958,-0.07598009907612728,-0.17798165151369283,-0.25404079695756554,-0.04582528420140423,-0.1730439149905927,-0.0628817719401352,-0.09940745097451967,-0.04382991047617926,-0.04710816435114397,-0.25752222058594937,-0.18531880308505977,-0.1124662041045377,-0.08111906004408426,-0.1058580429912167,0.10324928702905257,-0.038842086662295966,-0.003051752840711977,0.126115275472837,-0.03167931432232192,0.11074102607454808,0.19349422582613238,0.15300303584217945,0.05747326035430855,0.3486526616282733,0.13175356316404224,0.2998973936110997,0.2570818711469899,0.14240779671589618,0.16389236792304743,0.24140326336757556,0.1073874493973156,0.1803784278116516,0.19583410033604773,0.4008713814836195,0.27248317648206777,0.33389369572060185,0.2965164252485326,0.13384467294857325,0.3012330588356942,0.09058386999983474,0.27671749537886836,0.10232287835438672,0.07921695563947773,-0.028670678049316497,0.06146959620892856,0.19332691822786963,0.15700978305814406,-0.22064701482391325,0.17963859312134645,-0.04040585229155897,0.0023341405390133988,-0.08041406457498039,-0.11342945671971057,-0.14529435698555934,-0.14590941109119487,-0.16367797464290057,-0.1531260619606429,-0.014063509927129498,-0.10151731509807399,-0.03837833218253206,-0.17869956078264923,-0.20326930596290518,-0.14463427405022122,-0.2569290604193835,-0.040481465344987845,-0.018372220591037127,0.17091898261234387,-0.04748728479216002,-0.09849514091470651,-0.23924610402781324,-0.12950179668802766,-0.1532418658921922,0.3786902205662703,0.30387525020515593
SPCS3_pDS402,0.08875870520619479,-0.04686737200913798,1.0,-0.037961823313702604,0.14015350529806112,0.09237187633388139,-0.022800518806714028,0.08864122624017552,0.08568958025426299,0.014319665082874097,-0.007814381968929307,-0.06431768149396344,0.012469913866197313,0.15985760925804912,0.01844864870523338,0.13351174677238725,0.06302493688821656,0.08686687304002613,-0.00835073302031107,-0.025122669117020477,-0.010078233839585794,-0.07504145062431819,-0.20563073955145209,0.024640201257350624,-0.024213794844433024,0.12001173336859323,-2.953905219570813e-06,-0.08320637617937678,-0.11212931160842553,0.06997055389800477,-0.08105782108244433,-0.036913346242344,0.15243191299898437,-0.14346630756915077,-0.09717416123229876,-0.17510881711024334,0.17463555475907624,0.19915380137160954,0.003681268062596492,-0.04830756874671961,0.02975562708854638,-0.005048149235640523,-0.0010629036673693347,-0.004085493608193858,-0.009960080584297745,0.10501511530417648,-0.08046305706757333,-0.0827441176683558,0.008219927900373077,0.08170173172052314,0.10676027319696299,-0.06290426840813054,0.029118861303524982,-0.04904152919775275,-0.030729594132466363,-0.17911025684434353,0.09578844011804147,-0.21879919199551828,0.015568528349407687,0.12009870319240357,0.11011737016760115,0.22797990481175404,0.1999585927152325,-0.0866750784866252,-0.061007699741748085,-0.2431620910186017,0.16139219550814665,-0.1056035001270971,-0.12602256644884777,0.10451867055025482,0.04451011891202842,-0.025289132168951366,-0.1271187514124898,-0.01664322052344332,0.03928982037560963,-0.05991249346995597,0.003346830431824278,-0.09247718972950764,-0.02060222758666924,-0.061343610109160965,-0.0784818044427529,0.04041421895729605,-0.03110885096048576,-0.052300227145483325,-0.0074510558933626805,-0.04113549338681024,0.004407124415234352,-0.00892268158528456,-0.043103310091648264,-0.03888634789929843,-0.22254395189043846,-0.008035446466447046,0.038582248824224584,0.08494407942536993,-0.007732239286150306,-0.14386705544423536,-0.09298295856996748
SRP68_pDS403,-0.06862899201855427,0.03684848494434714,-0.037961823313702604,1.0,-0.08821140760026189,0.045381363507038995,0.06368647219337031,-0.08446705314327534,-0.12443190624653412,-0.0471043522498412,-0.0003131059465164354,0.023148392236928054,0.1736958440755783,-0.050404064985214776,-0.10000725317878356,0.006183256970897693,-0.008303288228044173,0.08255798151232076,0.01649268210575036,0.13181863724467355,-0.024391373444085127,-0.04614675925188015,-0.04496207166645207,0.1814684414224257,0.052209563255502155,0.04513504941221186,0.07625483290340862,-0.08347091737309767,-0.03764850137449287,-0.1921954393369999,-0.010801262195557671,0.11649650773876827,-0.01542262976434906,-0.04041394726087518,0.01750776035525504,-0.11278710450994953,-0.013310384198960286,-0.04833149407095257,-0.15007251838681718,0.2024436581812015,-0.05624371989655662,0.09693861193851398,-0.04219153562424419,-0.003046406404954292,0.04449197673390137,-0.2808522595326235,0.12929962510548576,0.22681431434780727,0.08616968285017873,0.1829607323860092,0.01337632830917604,0.14342350723969025,0.08583968898637578,0.11039082387029035,0.045174773832109855,-0.1965683932902065,0.020845111850197006,0.09942304435618379,0.21903419334614666,-0.1398923286341506,-0.015310268586700818,-0.08171636989665722,-0.10198470622074898,0.06377895396947161,0.3707050033679182,0.2533093267552777,0.1834533088597174,-0.01625767319482621,-0.14067333812429056,-0.1312313764887751,0.03825307789510109,-0.15146595040014646,-0.017517308126380974,-0.1450382580209495,-0.09297704159385123,-0.149839662677061,-0.032570668828890766,-0.15530091201314433,-0.14316021613708385,0.013260900134380985,-0.09714107784403238,-0.09984293746134552,-0.0790814151017988,-0.05040282146954167,-0.0523606270185405,-0.14458313849355126,0.002192964181698663,-0.0067314703647235715,0.053677528470217645,0.09668906509618101,-0.13073047658474568,0.02037665589037403,-0.046441986229447375,0.03089059756991034,-0.0066338135824137,-0.0024143559699622954,-0.1962969350324692
YIPF5_pDS226,-0.17990171580070166,-0.010996905768969143,0.14015350529806112,-0.08821140760026189,1.0,0.2575416248221389,0.001703186928297187,-0.2484878585449892,-0.10292025902275706,-0.0032568925448306176,-0.17459002838541401,0.12764281572385672,0.07903419334022094,0.04163326548559245,0.09800095434576792,-0.03203101747290876,0.0017842957340377934,-0.06247323224431554,0.055236240144751626,0.07752409245104613,-0.20000175557574912,-0.03024531178827625,-0.13623055591117114,0.1590100214787625,-0.09101969149407795,-0.08145439765443362,-0.05193798876852613,-0.3342568107581794,-0.14128426609813818,0.20530937023153284,-0.15166617257622797,0.23074137515028648,-0.1196310760171814,0.27075251314809895,-0.1500118690165073,-0.12599201605049085,0.11894738230742147,0.25541056779788274,0.18925909387371956,-0.07680450776537193,0.12294012790057077,0.00021651116363974996,0.16006848449537917,0.23749834235261527,0.14876209555582953,0.15326756526115165,-0.12113235039714404,0.17727594420866927,0.14281773596213598,0.07651151216525705,0.1928404629568851,0.21535789150699677,0.1711859479331981,0.24861173558460503,0.24035491960947505,0.309954880182159,0.2191727260933459,0.323238270220184,0.26674469727954,0.2263039008819229,0.19440108799612416,0.12596170584900712,0.1881467377251374,0.13846915061654821,0.09548896681443339,0.051400708237043215,0.11005744950951868,-0.18480092457255087,-0.25741919354386716,0.045976478311633096,-0.2110253294841254,-0.18947973482232905,-0.10108615030101323,-0.0532072714490837,-0.15099829820463262,-0.08429160914334535,-0.22276289656649878,-0.061992461295760706,-0.029983673533927266,-0.1973595533317236,-0.09353380475896052,-0.07265357438848662,-0.22754906293206642,-0.15758819442346225,-0.16374717599701835,-0.14359114421994476,-0.1899192390996806,-0.07520839047631799,-0.06262219371616908,-0.11736478853153962,-0.13228818695160652,-0.09001023710622938,0.11265179532507419,0.10259856173369815,0.05289931724683235,0.05596367061499182,0.028122569395143394
SCYL1_pDS159,-0.09235875939941462,0.030884732372974913,0.09237187633388139,0.045381363507038995,0.2575416248221389,1.0,-0.0974236432471065,0.004877548025254298,-0.15050475553660256,-0.31657282417232446,0.0334386772547626,-0.025885799215378646,-0.022333650155134128,0.0363018721800647,0.07484301063837248,-0.16200054945992653,-0.08188002608969007,0.17003810001073477,-0.15935546242110007,-0.013103119652721805,-0.028661072819055177,-0.005901692481149881,0.023094252387724334,0.16432257460446256,-0.10672826255032125,0.04943464287666081,-0.09844549396970714,0.04690485120350754,-0.044041123455118236,-0.022314801085575892,-0.13235981202380365,0.1352011883809158,-0.04705477668171555,0.1212318434377563,-0.13800008196529562,-0.14971218733001548,-0.12071757392663958,0.29106323941165935,0.06535206877155961,-0.014072269032621456,0.20969236273538663,0.09349645875377259,-0.05481529430799969,0.10263057888896795,0.04720810906879235,0.06043615548749564,0.15790950704608203,0.15253180609401368,0.014101985611861028,0.2185307759730264,0.04064706305217389,0.15652084903262592,0.02266201361693247,0.14552873993432178,0.18660960999952284,-0.023396222628292624,-0.04184490266393884,0.09502685906738942,0.0100969112903931,0.20470369915434058,0.21129650284812437,0.1378198661909036,0.09065157140791623,0.08051687958955549,0.06838707818367741,0.13261752385745182,0.008732321929504697,-0.015081877689252223,-0.11183046853838789,-0.03121830103050615,-0.07356074127278313,-0.10786538347395704,-0.22486571648569784,-0.2283964201248763,0.014318964236029302,-0.18717595320617808,0.015890324435834772,-0.09122007842089161,-0.021024426855875442,-0.16800222930245107,-0.17111291251121502,-0.17617681860792606,-0.08862574762553123,0.045825681790644855,-0.16932704320684397,-0.056488056152784315,0.023261123489769667,-0.04772251107737775,-0.03174896919787287,-0.0507537378954344,0.06895647892863664,0.001669839414188711,0.04318474425350062,-0.004351495569205544,-0.026587932509912118,-0.029664174597283134,0.006643623248804122
*,-0.037574655713587486,-0.11683687060041825,-0.022800518806714028,0.06368647219337031,0.001703186928297187,-0.0974236432471065,1.0,-0.08830195547204095,0.09505365623316878,0.09100444543530231,0.22901447634005972,-0.044730586812678115,0.0788829259920174,0.0507375533195158,0.1328809289069313,0.10035707574117735,0.15165627760273237,-0.09564509129618802,0.09282087168440993,0.12921398318565844,0.08534431204096575,0.19946954284596694,0.04082447535119237,0.1557740797991456,0.2613037778611509,0.08422463309974593,-0.04618098310253838,0.021754452047282706,0.10970979804289088,-0.00040338525354854064,-0.15339040334717752,-0.1622337014500233,-0.05624564534103427,-0.22513081439442378,-0.05081766991884958,0.07904418165053152,0.01610153630675555,-0.022266572486123164,0.15012548176457274,-0.05232814653367392,0.01233585696020759,0.2053938882309642,0.14158205063126678,0.11569319776654657,0.05583313903150387,0.14891391976463897,0.0907552836169103,0.11479217053689765,0.07953671901805671,0.05136990918858693,0.22203214023155335,0.23442956105350563,0.09261875062529845,0.23793403925863363,0.23350405535811383,0.24191552409283193,0.17634109810349824,0.12512826291036322,-0.009503411984798975,-0.00680175740278304,0.1932448752765415,0.2374005926768151,0.2237495199969098,0.15300381163246296,0.30952936115600704,-0.021243637226873262,0.07473902165341732,0.026222698132010423,-0.13704403978223476,-0.03856265624902806,0.010706283901868754,-0.28075062202384954,-0.07846400597374482,-0.12282699974799638,-0.12375072548489839,-0.3369450607558485,-0.0981196787143373,-0.18822907708462186,-0.29875293705255024,-0.05406716381583216,-0.1317936623350549,-0.25120398263062327,-0.13673779917970588,-0.24575301711800948,-0.2122330424361972,-0.21037406499114253,-0.19155975418537463,-0.09947276986901836,0.14271693891589773,0.06464419034635567,-0.08911061196313744,-0.16678022059598716,-0.0012191354530004374,-0.21966920886664204,-0.12573762250120776,-0.24275598807983095,-0.2186781475593517
MTHFD1_pDS395,0.025392540162796767,0.12212248993478302,0.08864122624017552,-0.08446705314327534,-0.2484878585449892,0.004877548025254298,-0.08830195547204095,1.0,-0.09981355014236336,-0.13346913742505012,0.013184492776949844,0.042083604872173365,0.021249890350027157,-0.08324679001883506,-0.09176922762799969,-0.09037786240747454,0.16768480253133164,0.07975746752744851,0.13834331588910234,0.04938133728101776,0.12086190824189336,0.09918380356058121,0.08499845111199376,0.14447598693379507,0.0973593852615014,-0.08621666553251539,0.04455678267919821,0.13432122644204517,0.03838895157166626,-0.07922225124823702,-0.12422602418761315,-0.16948703066487417,0.1349273998375505,0.06003301605868135,0.062412463922538346,0.08957584574604407,0.12565794478091916,-0.07667368611877783,0.17278355632235598,0.001021330670532266,-0.07029358624312847,0.10566730808012925,0.08361361281513859,0.1770054136750798,0.08553536459594141,-0.18442438451766743,0.08272125438843317,-0.02283859028340292,0.0665948922462117,0.0662049162084672,0.1643754221341962,-0.01562784540634781,-0.1471919393886543,-0.08798170487283936,-0.05771761741048803,-0.04729907674773731,-0.001412913865860247,0.09384602908265476,0.029162232238139824,-0.003159229336758452,-0.014704209620819857,0.06243510444735788,0.05181207747865046,0.07230263253262119,0.09224894803156763,0.0666581331488109,0.041402708332102134,0.15124431748299172,-0.10587290462629854,-0.16000425486451897,-0.09886274360117157,-0.12345797498222763,-0.06205707479083893,-0.2380793167452199,-0.1008623008795972,-0.062390562289125547,-0.10613288792765621,-0.18128102806695034,0.06908551248650342,-0.1766983786903867,-0.11410014258245217,-0.14613463337740892,-0.18099847544126965,-0.16707034985945804,-0.10379738829920035,-0.14567583861293346,0.09785989492776832,-0.0568773087937016,0.09317238560635561,0.08008670229445347,0.02507142362467536,-0.05629057951129986,-0.07830434315171061,-0.10045646592587093,-0.04252436763005451,-0.014334725617178136,0.15908467268542592
P4HB_pDS397,-0.034065226635762155,-0.026286801161859753,0.08568958025426299,-0.12443190624653412,-0.10292025902275706,-0.15050475553660256,0.09505365623316878,-0.09981355014236336,1.0,0.21118668264726928,0.22609859044331437,-0.037343210483033434,0.07735653856727825,-0.0002515287531507204,-0.002810224586073314,0.39022724370456835,0.03848484226373139,-0.04343527167226208,0.09799865432806913,0.1777389620004584,0.13775245597624683,0.15605027461812399,-0.04769319077178688,0.18680210409969641,0.24059324241306193,0.3411706558960303,0.08795770695999953,0.2959510866477595,0.0359689106220908,0.12279144476475166,0.47813736875782054,0.13599485303848857,0.24457337437997348,0.12759024977565434,0.32555963816233624,0.24464000807891095,0.392087009762695,0.0007595396339406869,0.29588523068460365,0.1198109410983475,0.14665388949872124,0.3455898428294236,0.06224802012103038,0.024568984163237974,0.07827731377917574,0.3200288995976933,0.1639521865664532,-0.12708705735052428,0.1943966214838454,0.1270199468250779,0.2496642587991106,0.10052001494904828,0.09349980218442573,-0.003439462056885572,0.16340024693532307,0.2273152609527204,0.28768442106074527,0.03192042428041563,0.11110742701399161,0.224424463505856,0.072602380589372,0.11265817270022026,0.1444482728829445,0.08577028667684017,-0.17715159890742957,-0.031889284583808755,-0.11686529925463006,-0.14835759198218146,-0.11167243627386746,-0.23793296371166514,-0.17655592141476995,-0.13765710690261032,-0.34949917369436795,-0.11744930768522019,-0.038555913282289855,-0.2554516195011407,-0.22333017850324596,-0.2765703422392971,-0.3992983320846218,-0.2615570057591082,-0.33228447157740143,-0.3828909026318707,-0.2908475985724326,-0.26533056704137187,-0.29430069736654507,-0.36687001417963605,0.057164246938861636,-0.050532650789962726,-0.2838083334835433,-0.28759289235470725,-0.13789418147536914,-0.12485785980630495,-0.21020270583064454,-0.09675075778687607,-0.17750196924400863,-0.12897530991235306,-0.13169649734292477
PDIA6_pDS029,-0.045255482801803776,-0.0104177529931811,0.014319665082874097,-0.0471043522498412,-0.0032568925448306176,-0.31657282417232446,0.09100444543530231,-0.13346913742505012,0.21118668264726928,1.0,0.08224580081313076,-0.13536361238765904,0.04299105539677448,0.06340024192040267,0.08461417810050781,0.2845578891540504,0.0718975361772907,0.09254120569611234,0.011042575461372413,0.28357270659043626,0.08911421551078597,0.10239812461688655,0.1259403298562645,0.11157225043692458,0.17593399228838374,0.1273170946525842,0.32884243779374617,0.056924546444897355,0.07620910142004807,0.08993396865141039,0.050811686071913165,-0.03324899649560737,0.05708204670808733,0.13693304282236735,0.07314363186301545,-0.026243201922803862,-0.02581694405699394,0.02823299232259488,0.1372130481073957,0.22551794911862863,0.255572830271437,-0.0699992664601746,-0.10767885036230622,0.06130190305681403,0.052745461149608645,0.36856319259930564,0.05494936170158601,0.05421752740447982,0.20435370392077057,0.09784451623356898,0.28119189396732885,-0.01142556573757442,0.13626327385793618,0.21110051567596008,0.12571475030753498,0.21404454171916393,0.20670657379332524,0.34696514336532874,0.2823798050338196,0.1159408888238369,0.14751390839159975,0.21432000383478214,0.12419498727100488,-0.021891698508676595,-0.009161483768729087,-0.09729798177720456,0.09834151184021193,0.018865462189703253,-0.2467810574399698,-0.26793525269229423,-0.10381835577747225,-0.14001733638197972,-0.2330536965645509,-0.1011622424843146,-0.07561658817873472,-0.3083110637244447,-0.18518520718442766,-0.1766067992374987,-0.1788136102824606,-0.1387545451674388,-0.19057988513377744,-0.14587189543821164,-0.19318051673285458,-0.3055649437799642,-0.2612410014904752,-0.3149500952705701,-0.08236676816290892,-0.2590732847002359,-0.0010236994606353008,-0.10815553692835503,-0.20920150258678138,0.045193192418442725,-0.07808134250111562,-0.1288419730697434,-0.1935641731186315,-0.1469607602447078,-0.037595129151470105
